agg_financial_max,ratio_financial_Investing_Cash_Flow_div_financial_Tax_Provision,interact_financial_Investing_Cash_Flowxanalyst_lm_net_sentiment,interact_financial_Dividend_Paidxmgmt_sentiment_neutral,interact_financial_Financing_Cash_Flowxlm_uncertainty,interact_financial_Financing_Cash_Flowxmgmt_sentiment_neutral,ratio_financial_ROE_div_financial_Inventories,interact_financial_Operating_Expensexanalyst_lm_net_sentiment,interact_financial_Operating_Expensexlm_uncertainty
20.574304800679883,0.17785220673756905,0.041779934708995735,-0.1919039693874608,-0.21273054946400616,-0.26893938859243627,4.915838005689711,0.24252196631729955,0.2004841065858508
20.574304800679883,0.22548690455818718,0.0676445695461276,-0.09213694622765702,-0.27020586372613026,-0.26125285958576855,1.474385486563961,0.12083219764356916,0.09935125025065049
5.497300646479956,0.17582625158242562,-0.008040458260117633,0.00460947794271212,-0.01722759256955326,-0.02756325377012696,-22.57764462089847,0.04012014212817299,0.027512539257714443
8.007077892802943,-0.4055784691750222,0.0017160250363539293,0.004498083509784764,0.03773375998027642,0.03100538151758373,1.070697688724738,0.006072590818495335,0.008052890833309642
2.5653128221192616,2.6728957006647924,0.0028059336197613096,0.004389982588595991,0.006997616483032062,0.007816425690502499,-1.5585858774829553,0.008898471479754224,0.0071362902936040066
5.497300646479956,0.17582625158242562,-0.011302611513734248,0.006551421577781823,-0.01830742517597481,-0.03917547664784732,-22.57764462089847,0.05639757905339943,0.02923703656376511
1.974254608204565,0.08590588197219498,0.0007322605600243534,0.006953545863971461,-0.04123516579840192,-0.08892794504873026,-4.770794571986467,0.004806918211329947,0.0057550672216375
2.5675543005286534,0.504665057822618,0.0009531544412023773,0.004774516125702161,-0.014115576043251121,-0.013772630534336404,-0.4044727551338415,0.005267358513565153,0.006362997050955158
1.83500211475013,-0.03852919176754646,0.0001921753580720959,0.004909012435937974,-0.013784283446392624,-0.015818103281649294,0.1461023208919721,0.014330415508056069,0.008338098422358815
7.162913650156356,-0.8525407721930643,-0.03513537722022963,-0.07940723878475689,-0.08666792756738986,-0.07237171449781238,0.3190601768693699,0.11481859118623002,0.10947684618142885
3.7930424573895714,-0.11841693227535878,-0.0029462416004242473,-0.02462250764603779,-0.024093405126325525,-0.022735272701269647,-0.055792889683678744,0.038636850774788234,0.026839986946791357
4.1375886484559,-0.26619472038909475,-0.0030084766373858597,-0.0567843734494159,-0.012146118968770651,-0.0236504020796906,-0.029628857180517207,0.02347608125979453,0.030238915677753764
3.835327671747712,-0.08726476750398544,-0.0014759405006493766,-0.027229151561323522,-0.024667593535160577,-0.020784087814053335,-0.03973266518942275,0.021316859738008256,0.033442201593756764
6.892070676127043,0.13355123164942412,-0.010529402981795144,-0.021838402237288883,-0.026930594802299982,-0.01946108967843075,0.490419676586361,0.038841113286317334,0.03298047193246469
3.538939641478154,-0.32257835408641905,-0.010747070229669769,-0.026836925409017127,-0.016025354249680098,-0.015392499774022171,-0.0361698098916392,0.038383067264520905,0.02936201351227238
3.5665054375971,1.2976641046196207,-0.018385187816414614,0.004242439734673504,0.0033633256285677472,0.003737606716965592,-8.207767328408602,-0.001825286826365713,-0.006787055140995724
1.190762827183223,-39.50876642258997,-0.004701552277200103,0.007263816158969265,0.0011623119271815256,0.0014370177672277191,0.7690318884635438,-0.003449283478267623,-0.008668785908648275
1.269334827503402,-2.3465655125707094,-0.007990792793371466,0.003272981581804839,0.0015588850783381863,0.001758443880932744,-0.3579773354279275,-0.004457492305792221,-0.00419554227093885
1.3551428800128071,-2.7148969146116606,-0.006894118766506987,0.003894473466165122,-0.004189480134403741,-0.0051176606462379325,-0.49255548597590076,-0.003290202468361966,-0.004549294206826868
1.1546466020971744,-3.5916918564048133,-0.0011481494675002523,-0.07784437737833104,-0.02917611120641529,-0.032816665115127375,0.007823164177632244,0.0008054185962390065,-0.008757892371732754
1.433778916193068,-0.28522994052513756,-0.0008293080384433526,0.005592290820821931,-0.004155445430183353,-0.00793569277586609,-0.2520246264172636,-0.003968867014921364,-0.004178583733061185
3.0210620499304204,-0.06925624119080734,-0.0006424179562422611,-0.01690189694500528,-0.018280505798824023,-0.019087290274088984,-0.5895169665146626,0.007831745815703924,0.010601996374367848
3.2052270789422863,-0.06136094422878341,-0.00016546867633561294,-0.019076976135379824,-0.019692968714841993,-0.02185840812337667,-1.0232878006474149,0.0014286077007528472,0.012007043632237655
6.297225083171098,-0.8324967196981209,-0.13607372305173823,-0.08945119370945204,-0.04029173929815042,-0.0762479025149641,-8.94329082230399,0.12578836467276144,0.040577913660490045
3.953339669006915,-0.22570797620010463,-0.002728429554987089,-0.025250110083356064,-0.00843948137055028,-0.01469925086149428,0.051688559281472944,0.0078083320912588445,0.010669767447983773
6.297225083171098,-0.8324967196981209,-0.0248624217984988,-0.15692585785899674,-0.06415979819667439,-0.13376308370992218,-8.94329082230399,0.022983154349708452,0.06461549680032377
3.018272791901833,-0.07964573016953183,-0.0019072905500049182,-0.03292544731503223,-0.023387030618261036,-0.046136016914652,-1.0077479422229885,0.013346291641758545,0.011370410136212029
4.739645434144657,-0.05701252765151633,-0.0021111395186053494,0.005995364062399299,-0.04929404060670968,-0.10999055994916768,-12.225824413535507,0.04302503895796857,0.03722434174131397
6.1296583604433845,0.21554323049447865,0.000685542799700965,0.003613335846160982,-0.030182072246447755,-0.049585857713059484,-11.814523879369375,0.0037618905697475724,0.034268142479826146
2.2752741535259746,-0.17028720998705327,-0.002424933207164948,0.0030137999930805446,-0.015916278226494333,-0.021506852716877085,-3.8838211621786085,0.018251164706578414,0.007636880248447601
2.3750420235331786,0.027151838808333717,0.0004341075350719629,0.0038097766181069714,-0.015771009730001725,-0.0373384993067603,-4.276131755840677,0.0194298440238876,0.00602532934718007
6.1296583604433845,0.21554323049447865,0.017402240300101374,0.0027888125947426296,-0.01724426862462376,-0.03827091374808654,-11.814523879369375,0.0954941452320535,0.019578809876401093
2.4885135675978547,0.025862536771330377,0.000190712067125363,0.004055051141573012,-0.005758320299141511,-0.017926963799226498,-4.394515084800059,0.008991140560238572,0.004976675169746103
6.1296583604433845,0.21554323049447865,0.011820808088301658,0.003228639126998574,-0.025743508894259602,-0.044306659323755354,-11.814523879369375,0.06486624393630144,0.02922868328972962
6.1296583604433845,0.21554323049447865,0.025755651797530227,0.003348806946377045,-0.019964663717553396,-0.045955723968471474,-11.814523879369375,0.14133317957258779,0.022667493976178385
2.60621147842792,0.1401170560535533,0.00390085603904477,0.0039401936535164135,-0.01533424424845512,-0.02494695954225972,-4.775024445740985,0.03640262039543286,0.009690872342162768
1.5730355656000952,-2.6287048043165497,0.009673926398265842,-0.007696436308235507,-0.008324749912637458,-0.008707310305018034,-0.51476314885113,0.001023590835171179,0.0006396339032844179
2.556621519985049,-1.3465964117193705,-0.013073636789058292,-0.03210891058784242,-0.039746158818114594,-0.03626363200188105,0.7740098085728095,0.026101623070507233,0.018760487257869655
1.518035089806114,-1.7856237858016117,-0.008388439888528483,-0.00833977958107045,0.002798011519184045,0.0036461935011037876,-0.5000245116993429,0.0008166390714514343,0.0007398981658008599
2.556621519985049,-1.3465964117193705,-0.018017601342563524,-0.03443922065697276,-0.048250540436618625,-0.038895471738892164,0.7740098085728095,0.03597228884864359,0.022774619635293043
1.5019718686808612,-1.2301626998949124,0.0016683067917500998,-0.008880081522065887,-0.012958220344347187,-0.012365111149818845,-0.3466864996147952,0.0021226547192209426,0.0013073120861868594
1.576598965148091,-0.39817482661000386,0.0023413004759963493,-0.007127608699855535,-0.0026924980702077985,-0.0029698474773689983,-0.6360774265271644,0.0006513772244100996,0.00029930916898516363
1.5002770905198048,-32.46538857761823,0.0019396176714707363,-0.009994794311843564,-0.005176271091395553,-0.007778704114452509,-0.2985103689423042,0.0010497419662814037,0.000960235821805418
7.895842674747808,-0.41506273886595973,-0.019817777363860478,-0.021961138547013058,-0.05647469086893987,-0.052805461423471235,0.16125498871276897,0.02736040823007378,0.019986240562125498
5.457574169741697,-0.8104517352197634,0.0032858822526555167,-0.003698684435634839,0.01551649023736309,0.017688449736005963,-0.05485228306377267,0.0012267872624529812,0.0010925152983297223
4.558681180811808,-0.2188543240782791,0.00020309227682928854,-0.0037284381038873737,-0.01919552523123716,-0.03678031802661609,-0.07292533038153279,0.00023066771769124632,0.000522433055990422
7.895842674747808,-0.41506273886595973,-0.003840942877333512,-0.026795855449302537,-0.06989467425547866,-0.06443051703389517,0.16125498871276897,0.005302802790785199,0.024735536435661752
4.055360147601476,-0.17826892426378732,7.351402060890677e-05,-0.003768497601656816,-0.022593355308566508,-0.02622977805502343,-0.09332389385995665,3.9828479619152525e-05,0.0004936747135712059
5.46839827798278,9.158854535382783,-0.001425014607733365,-0.0036240683767797604,0.00429106118847412,0.005014324322279539,-0.03399407949170246,0.00027190972165457483,0.001237371199881254
4.876516359163592,0.1658062314748244,-0.0005699183810322675,-0.0035164680000732483,0.0090981972078129,0.012017679729005536,-0.04865014965902819,0.00039186466910986947,0.0005956818668829459
5.457270908333156,-0.23933490352326683,-0.0029162688625002544,-0.01401645970879943,-0.15053572345241745,-0.12468266932368574,-7.013334200388421,0.0014195236719623627,0.0018410667554932777
7.315628869241513,-0.26764569604467675,-0.014556134516349397,-0.05066486749965341,-0.012822796800715802,-0.012876517955915733,-32.501966043871555,0.02479830671846478,0.01943602567224458
4.873270089701367,1.117156452423852,0.0061711408713647845,-0.013687372159837672,-0.07045225534598082,-0.06392606783804711,-4.2536522010525,0.0014644504678378405,0.002396856632642652
7.315628869241513,-0.26764569604467675,-0.01678491934066854,-0.05601598501792721,-0.01485235481854955,-0.014236508896555995,-32.501966043871555,0.028595337421969652,0.02251230788672407
4.956859530514925,-2.1728466813327527,-0.008200754408768838,-0.038865682890418446,0.009441289851743707,0.017875895736511778,-4.743707833019291,0.0006010160166727656,0.0021289001072505357
25.15845886503953,-1.3002645333793166,-0.011219427306926478,-0.01576376996770513,0.1603680948463726,0.2499381711616956,-6.024917559581257,0.0013453166370510925,0.0011861931638515023
25.15845886503953,-0.44646694819557786,-0.001711723627158266,-0.011736822993546633,0.25222180404653644,0.2065041003007886,-5.043215052534081,0.0007101756572388361,0.001977867272888424
4.158084491716419,-0.42154181569543514,-0.0014415416930748325,0.003997727221272374,-0.008486286634662566,-0.006155143483872188,-18.473588993221842,0.014170626143931279,0.027198940615903687
0.4381351107084877,-2.647835681320912,0.004013765415850215,0.003663706551387017,-0.0013334666726058883,-0.0011360075319297406,-0.5411186512666553,0.002114142985539903,0.0021794126855158445
4.158084491716419,-0.42154181569543514,-0.00237531727764435,0.007127412749363878,-0.0062040858056393025,-0.010973797288538324,-18.473588993221842,0.023349815878666625,0.019884381552033686
0.6583419446906245,2.4520595315544806,0.0035053073033024023,0.004027044398865492,0.000833658209840538,0.0009721933383424566,-2.924889700399677,0.002772589407537831,0.001856697029254978
4.158084491716419,-0.42154181569543514,-0.005025149553668163,0.004929629797295181,-0.005529322574014123,-0.007589957254528822,-18.473588993221842,0.049398165855670514,0.017721734229728354
0.689074976075489,5.958404971454819,0.0019134229841012741,0.0037253650296291438,-0.0005653494371385988,-0.0004213799058764602,-3.0614307907625173,0.002307039967114831,0.003166921974493179
0.6613366499913325,-1.2709318266512735,0.0026503847489128666,0.0036637046153287288,-0.0018416844607133957,-0.0015689678311416825,-2.938194613994222,0.0019038479990109863,0.001962625285384315
0.5503947255820387,-0.8032654281068504,-0.0003630789370527424,0.005395873568398921,-0.0014036839815348698,-0.0011720820114501393,-2.4453004658023545,0.002464946473420334,0.004588357832995285
1.633225269429598,-13.078550308864079,0.004410819400664885,-0.031175172104953432,0.03516628782585051,0.04532512725898769,3.8242468172886457,-0.0008538713311393755,0.013835087429266611
0.9100178468106832,2.9045542592536218,0.002307074307089831,-0.0008314736119166723,0.013575191719305293,0.01318406987827324,-1.9550589600185704,0.0005768206290414068,-0.0024291491444639168
0.926065451750933,2.415205868186302,-0.009148248812628566,-0.0006024568426182855,0.007819017864262328,0.004294581100021859,-1.562775765816003,-0.0024412723215176697,-0.002855480842245746
